Application_ID,Employee_ID,Department,Role,Source,Application_Date,Interview_Date,Offer_Date,Joining_Date,Interview_Score,Assessment_Score,Offer_Accepted,Joined,Recruitment_Cost_INR,Recruiter
A007522,E03753,Technology,Tech Lead,Internal Mobility,2018-07-16,2018-08-01,2018-08-12,2018-08-25,75,60,Yes,Yes,17774,Recruiter A
A007523,,Customer Success,Customer Success Executive,Campus,2024-08-05,2024-08-19,2024-08-28,,80,79,Yes,No,7119,Recruiter A
A007524,,Customer Success,Customer Success Executive,LinkedIn,2024-08-27,2024-09-03,2024-09-16,,68,50,Yes,No,6999,Recruiter A
A007525,E03754,Customer Success,Customer Success Executive,Agency,2024-07-25,2024-08-10,2024-08-21,2024-09-30,61,67,Yes,Yes,16202,Recruiter D
A007526,E03755,Supply Chain,Planner,Job Portal,2018-08-27,2018-09-03,2018-09-06,2018-10-30,80,79,Yes,Yes,17281,Recruiter D
A007527,,Supply Chain,Planner,Internal Mobility,2018-08-14,2018-08-29,2018-09-04,,66,85,No,No,3917,Recruiter D
A007528,,Customer Success,Customer Success Manager,Campus,2026-05-04,2026-05-06,2026-05-17,,68,86,Yes,No,9917,Recruiter B
A007529,,Customer Success,Customer Success Manager,Internal Mobility,2026-03-27,2026-03-29,2026-04-12,,85,91,Yes,No,5757,Recruiter C
A007530,E03756,Customer Success,Customer Success Manager,Internal Mobility,2026-05-16,2026-05-29,2026-06-09,2026-06-21,78,65,Yes,Yes,16670,Recruiter A
A007531,E03757,Customer Success,Support Analyst,Campus,2017-05-02,2017-05-18,2017-05-29,2017-07-17,59,83,Yes,Yes,12290,Recruiter C
A007532,E03758,Marketing,Brand Manager,Job Portal,2026-01-09,2026-01-24,2026-02-01,2026-04-19,56,68,Yes,Yes,17797,Recruiter A
A007533,E03759,Operations,Operations Analyst,Job Portal,2017-12-13,2017-12-30,2018-01-13,2018-03-01,62,84,Yes,Yes,16130,Recruiter B
A007534,,Operations,Operations Analyst,Referral,2017-12-28,2018-01-05,2018-01-16,,64,82,Yes,No,11126,Recruiter B
A007535,E03760,Human Resources,HR Executive,LinkedIn,2024-01-30,2024-02-06,2024-02-08,2024-04-14,86,55,Yes,Yes,15520,Recruiter B
A007536,E03761,Operations,Team Lead,Campus,2024-07-24,2024-08-07,2024-08-13,2024-10-04,68,69,Yes,Yes,3489,Recruiter A
A007537,,Operations,Team Lead,Campus,2024-08-25,2024-09-03,2024-09-11,,77,65,No,No,13359,Recruiter D
A007538,E03762,Finance,Finance Manager,Internal Mobility,2024-12-10,2024-12-17,2024-12-28,2025-02-26,62,69,Yes,Yes,4395,Recruiter D
A007539,,Supply Chain,Procurement Specialist,LinkedIn,2019-04-10,2019-04-19,2019-05-01,,65,85,No,No,3740,Recruiter A
A007540,E03763,Supply Chain,Procurement Specialist,LinkedIn,2019-04-02,2019-04-20,2019-04-24,2019-07-09,86,57,Yes,Yes,12522,Recruiter C
A007541,E03764,Sales,Sales Executive,Agency,2022-06-20,2022-06-22,2022-07-03,2022-08-01,82,74,Yes,Yes,3926,Recruiter B
A007542,,Operations,Operations Executive,LinkedIn,2019-04-15,2019-04-26,2019-05-09,,90,64,No,No,14880,Recruiter B
A007543,E03765,Operations,Operations Executive,Company Website,2019-03-19,2019-03-29,2019-04-07,2019-05-21,55,61,Yes,Yes,7271,Recruiter D
A007544,,Operations,Operations Executive,Agency,2019-02-23,2019-03-10,2019-03-13,,93,73,Yes,No,9556,Recruiter D
A007545,E03766,Operations,Operations Analyst,Referral,2019-09-03,2019-09-10,2019-09-21,2019-12-07,76,54,Yes,Yes,11018,Recruiter D
A007546,E03767,Marketing,Product Marketing Manager,Campus,2026-03-20,2026-04-06,2026-04-11,2026-04-18,81,71,Yes,Yes,6531,Recruiter A
A007547,,Marketing,Product Marketing Manager,Agency,2026-01-20,2026-02-03,2026-02-08,,59,60,No,No,7944,Recruiter C
A007548,,Marketing,Product Marketing Manager,Internal Mobility,2026-02-21,2026-03-05,2026-03-17,,64,60,Yes,No,7218,Recruiter B
A007549,E03768,Sales,Sales Analyst,Internal Mobility,2018-05-18,2018-05-21,2018-05-25,2018-06-19,90,56,Yes,Yes,9910,Recruiter D
A007550,,Customer Success,Support Analyst,Company Website,2017-04-17,2017-04-19,2017-04-23,,63,70,No,No,17049,Recruiter C
A007551,E03769,Customer Success,Support Analyst,LinkedIn,2017-04-01,2017-04-12,2017-04-19,2017-06-04,88,75,Yes,Yes,7648,Recruiter B
A007552,,Customer Success,Support Analyst,Referral,2017-03-21,2017-03-26,2017-03-31,,69,88,No,No,4651,Recruiter A
A007553,,Marketing,Digital Marketing Analyst,Campus,2025-12-01,2025-12-12,2025-12-19,,89,69,No,No,9279,Recruiter D
A007554,E03770,Marketing,Digital Marketing Analyst,Internal Mobility,2025-12-14,2025-12-21,2025-12-27,2026-01-12,69,84,Yes,Yes,5993,Recruiter D
A007555,E03771,Technology,Senior Software Engineer,Campus,2023-01-13,2023-01-16,2023-01-18,2023-04-09,71,57,Yes,Yes,16376,Recruiter A
A007556,,Customer Success,Customer Success Manager,Campus,2022-11-16,2022-11-23,2022-12-07,,82,80,No,No,17168,Recruiter D
A007557,E03772,Customer Success,Customer Success Manager,Company Website,2022-12-26,2023-01-12,2023-01-23,2023-01-30,77,81,Yes,Yes,3808,Recruiter C
A007558,E03773,Supply Chain,Supply Chain Analyst,Agency,2024-06-22,2024-06-27,2024-07-08,2024-09-29,85,84,Yes,Yes,11108,Recruiter B
A007559,E03774,Sales,Regional Sales Manager,Referral,2021-10-10,2021-10-13,2021-10-20,2021-11-06,68,91,Yes,Yes,15686,Recruiter C
A007560,E03775,Technology,Data Analyst,Internal Mobility,2025-10-09,2025-10-11,2025-10-15,2025-12-16,56,53,Yes,Yes,12579,Recruiter D
A007561,,Technology,Data Analyst,Company Website,2025-11-16,2025-12-03,2025-12-15,,74,63,No,No,6996,Recruiter B
A007562,,Technology,Senior Software Engineer,Internal Mobility,2021-09-20,2021-09-27,2021-09-30,,62,83,No,No,16704,Recruiter D
A007563,,Technology,Senior Software Engineer,Internal Mobility,2021-09-27,2021-10-05,2021-10-16,,95,55,No,No,6648,Recruiter C
A007564,E03776,Technology,Senior Software Engineer,Job Portal,2021-09-17,2021-09-22,2021-10-05,2021-10-26,65,77,Yes,Yes,12681,Recruiter B
A007565,,Sales,Sales Analyst,Agency,2025-04-24,2025-05-08,2025-05-22,,76,78,No,No,10285,Recruiter C
A007566,,Sales,Sales Analyst,Internal Mobility,2025-05-11,2025-05-18,2025-05-30,,60,75,Yes,No,16826,Recruiter C
A007567,E03777,Sales,Sales Analyst,Company Website,2025-05-09,2025-05-26,2025-06-05,2025-07-16,80,53,Yes,Yes,14672,Recruiter C
A007568,,Customer Success,Customer Success Manager,Campus,2019-09-04,2019-09-17,2019-09-19,,83,78,Yes,No,11235,Recruiter C
A007569,,Customer Success,Customer Success Manager,Campus,2019-09-04,2019-09-17,2019-09-21,,77,61,No,No,10884,Recruiter B
A007570,E03778,Customer Success,Customer Success Manager,Internal Mobility,2019-07-20,2019-07-24,2019-07-31,2019-10-21,92,79,Yes,Yes,16131,Recruiter D
A007571,E03779,Technology,Senior Software Engineer,Company Website,2025-06-06,2025-06-21,2025-06-28,2025-08-09,80,86,Yes,Yes,17502,Recruiter C
A007572,,Technology,Data Scientist,Internal Mobility,2025-11-10,2025-11-15,2025-11-18,,86,85,No,No,15413,Recruiter C
A007573,E03780,Technology,Data Scientist,Referral,2025-11-05,2025-11-19,2025-11-28,2026-01-21,93,93,Yes,Yes,16386,Recruiter C
A007574,,Marketing,Product Marketing Manager,Internal Mobility,2021-05-10,2021-05-12,2021-05-26,,60,91,No,No,16939,Recruiter D
A007575,,Marketing,Product Marketing Manager,LinkedIn,2021-04-10,2021-04-23,2021-05-03,,81,90,Yes,No,10417,Recruiter B
A007576,E03781,Marketing,Product Marketing Manager,Campus,2021-05-23,2021-05-30,2021-06-09,2021-07-16,80,61,Yes,Yes,3505,Recruiter D
A007577,,Marketing,Digital Marketing Analyst,Campus,2023-08-08,2023-08-25,2023-09-07,,74,83,No,No,7389,Recruiter A
A007578,,Marketing,Digital Marketing Analyst,Referral,2023-08-16,2023-09-03,2023-09-08,,91,77,No,No,17240,Recruiter A
A007579,E03782,Marketing,Digital Marketing Analyst,Referral,2023-09-27,2023-10-14,2023-10-23,2023-11-01,63,55,Yes,Yes,10589,Recruiter D
A007580,,Marketing,Brand Manager,Internal Mobility,2018-08-04,2018-08-13,2018-08-20,,68,84,Yes,No,9930,Recruiter A
A007581,E03783,Marketing,Brand Manager,Company Website,2018-08-08,2018-08-24,2018-08-26,2018-11-02,80,74,Yes,Yes,17282,Recruiter D
A007582,,Marketing,Brand Manager,Internal Mobility,2018-08-11,2018-08-24,2018-09-04,,59,56,No,No,12665,Recruiter B
A007583,,Customer Success,Support Analyst,Agency,2017-11-30,2017-12-07,2017-12-17,,65,91,No,No,10425,Recruiter A
A007584,E03784,Customer Success,Support Analyst,Internal Mobility,2017-12-05,2017-12-17,2017-12-24,2018-02-05,89,54,Yes,Yes,8913,Recruiter B
A007585,,Customer Success,Support Analyst,Company Website,2017-11-18,2017-11-29,2017-12-13,,86,61,No,No,3693,Recruiter B
A007586,E03785,Supply Chain,Procurement Specialist,LinkedIn,2022-04-22,2022-05-09,2022-05-15,2022-06-17,91,90,Yes,Yes,6725,Recruiter A
A007587,,Marketing,Digital Marketing Analyst,Campus,2020-06-03,2020-06-05,2020-06-11,,63,91,No,No,7634,Recruiter C
A007588,E03786,Marketing,Digital Marketing Analyst,LinkedIn,2020-05-30,2020-06-05,2020-06-14,2020-08-03,76,87,Yes,Yes,11534,Recruiter D
A007589,,Marketing,Digital Marketing Analyst,Job Portal,2020-06-05,2020-06-21,2020-06-25,,73,95,No,No,15975,Recruiter C
A007590,E03787,Technology,Data Scientist,LinkedIn,2020-01-16,2020-01-31,2020-02-06,2020-04-06,90,68,Yes,Yes,7984,Recruiter C
A007591,E03788,Operations,Operations Manager,Referral,2021-03-20,2021-03-27,2021-03-30,2021-04-18,64,68,Yes,Yes,17908,Recruiter B
A007592,E03789,Supply Chain,Logistics Manager,Company Website,2025-11-17,2025-12-01,2025-12-05,2026-02-11,85,95,Yes,Yes,15594,Recruiter B
A007593,E03790,Customer Success,Support Analyst,Campus,2017-02-18,2017-03-06,2017-03-19,2017-05-05,95,51,Yes,Yes,11531,Recruiter B
A007594,E03791,Finance,Senior Finance Analyst,Job Portal,2017-12-01,2017-12-03,2017-12-13,2018-01-23,63,54,Yes,Yes,2713,Recruiter A
A007595,,Finance,Senior Finance Analyst,Referral,2017-11-09,2017-11-26,2017-11-29,,56,95,No,No,4046,Recruiter A
A007596,,Customer Success,Support Analyst,Job Portal,2021-02-14,2021-03-02,2021-03-13,,71,84,No,No,5949,Recruiter B
A007597,E03792,Customer Success,Support Analyst,Referral,2020-12-12,2020-12-26,2021-01-09,2021-03-16,83,78,Yes,Yes,10679,Recruiter A
A007598,E03793,Finance,Senior Finance Analyst,Company Website,2024-12-25,2025-01-02,2025-01-11,2025-03-12,88,86,Yes,Yes,16467,Recruiter B
A007599,E03794,Sales,Sales Executive,Internal Mobility,2022-08-09,2022-08-14,2022-08-18,2022-10-17,83,94,Yes,Yes,11322,Recruiter A
A007600,,Sales,Sales Executive,Company Website,2022-08-28,2022-09-04,2022-09-12,,69,91,Yes,No,11549,Recruiter B
A007601,E03795,Human Resources,Talent Acquisition Specialist,Campus,2018-03-03,2018-03-13,2018-03-27,2018-04-10,91,91,Yes,Yes,12976,Recruiter D
A007602,,Human Resources,Talent Acquisition Specialist,Referral,2018-02-18,2018-03-06,2018-03-14,,57,93,No,No,17053,Recruiter B
A007603,,Human Resources,Talent Acquisition Specialist,Internal Mobility,2018-02-07,2018-02-15,2018-02-21,,83,79,Yes,No,7913,Recruiter B
A007604,E03796,Sales,Regional Sales Manager,Campus,2019-03-31,2019-04-17,2019-04-26,2019-07-09,56,51,Yes,Yes,10988,Recruiter A
A007605,E03797,Finance,Finance Analyst,Job Portal,2020-09-17,2020-09-21,2020-09-24,2020-11-30,55,79,Yes,Yes,3094,Recruiter B
A007606,,Finance,Finance Analyst,Job Portal,2020-10-14,2020-10-19,2020-10-30,,61,87,No,No,2690,Recruiter A
A007607,E03798,Customer Success,Support Analyst,Internal Mobility,2017-03-22,2017-03-25,2017-03-29,2017-04-22,65,90,Yes,Yes,15844,Recruiter D
A007608,E03799,Customer Success,Customer Success Executive,Agency,2025-11-02,2025-11-18,2025-11-29,2026-01-06,59,89,Yes,Yes,13563,Recruiter D
A007609,,Finance,Finance Manager,Internal Mobility,2022-10-02,2022-10-09,2022-10-11,,74,91,No,No,9209,Recruiter B
A007610,E03800,Finance,Finance Manager,Agency,2022-11-02,2022-11-04,2022-11-06,2023-01-03,83,58,Yes,Yes,9797,Recruiter A
A007611,,Sales,Sales Executive,Campus,2020-07-02,2020-07-19,2020-08-02,,84,74,No,No,16210,Recruiter A
A007612,,Sales,Sales Executive,Agency,2020-08-28,2020-09-01,2020-09-05,,68,61,No,No,9828,Recruiter B
A007613,E03801,Sales,Sales Executive,Campus,2020-08-20,2020-09-02,2020-09-10,2020-10-02,95,84,Yes,Yes,16553,Recruiter D
A007614,,Sales,Sales Executive,Referral,2025-01-13,2025-01-31,2025-02-07,,95,63,No,No,7580,Recruiter D
A007615,E03802,Sales,Sales Executive,Job Portal,2024-12-13,2024-12-16,2024-12-23,2025-02-13,83,71,Yes,Yes,6163,Recruiter B
A007616,,Technology,Software Engineer,LinkedIn,2025-05-19,2025-06-05,2025-06-19,,87,91,No,No,2712,Recruiter C
A007617,,Technology,Software Engineer,Agency,2025-04-04,2025-04-16,2025-04-23,,82,79,No,No,14776,Recruiter C
A007618,E03803,Technology,Software Engineer,Agency,2025-05-07,2025-05-25,2025-06-01,2025-07-13,86,52,Yes,Yes,14393,Recruiter C
A007619,E03804,Human Resources,HR Executive,Referral,2024-11-15,2024-11-27,2024-12-02,2025-02-06,95,54,Yes,Yes,10629,Recruiter D
A007620,E03805,Supply Chain,Logistics Manager,Referral,2021-07-20,2021-07-23,2021-07-27,2021-08-16,84,61,Yes,Yes,4974,Recruiter A
A007621,,Marketing,Marketing Executive,Internal Mobility,2019-01-31,2019-02-14,2019-02-25,,75,61,Yes,No,13378,Recruiter B
A007622,,Marketing,Marketing Executive,Job Portal,2019-02-07,2019-02-16,2019-02-27,,66,50,No,No,11853,Recruiter A
A007623,E03806,Marketing,Marketing Executive,Internal Mobility,2019-01-28,2019-02-01,2019-02-07,2019-03-24,64,55,Yes,Yes,11592,Recruiter A
A007624,E03807,Technology,Engineering Manager,Referral,2017-09-05,2017-09-12,2017-09-19,2017-10-17,82,74,Yes,Yes,7337,Recruiter C
A007625,,Technology,Engineering Manager,Referral,2017-08-25,2017-09-06,2017-09-20,,89,81,Yes,No,11352,Recruiter C
A007626,,Technology,Engineering Manager,Company Website,2017-07-24,2017-07-29,2017-08-06,,94,63,Yes,No,15985,Recruiter B
A007627,,Sales,Account Manager,Job Portal,2019-05-28,2019-05-31,2019-06-03,,77,81,No,No,12485,Recruiter B
A007628,,Sales,Account Manager,Internal Mobility,2019-06-25,2019-07-09,2019-07-22,,86,74,Yes,No,15446,Recruiter A
A007629,E03808,Sales,Account Manager,Internal Mobility,2019-08-02,2019-08-07,2019-08-14,2019-08-28,60,81,Yes,Yes,16942,Recruiter A
A007630,E03809,Marketing,Brand Manager,Internal Mobility,2019-06-18,2019-06-24,2019-07-08,2019-08-17,57,56,Yes,Yes,17828,Recruiter A
A007631,,Marketing,Brand Manager,Job Portal,2019-07-09,2019-07-15,2019-07-17,,60,80,Yes,No,16051,Recruiter B
A007632,E03810,Finance,Senior Finance Analyst,Referral,2021-03-11,2021-03-22,2021-04-03,2021-05-11,81,61,Yes,Yes,14480,Recruiter D
A007633,,Finance,Senior Finance Analyst,LinkedIn,2021-02-02,2021-02-13,2021-02-17,,74,74,No,No,16907,Recruiter C
A007634,E03811,Customer Success,Support Analyst,Job Portal,2018-01-26,2018-02-04,2018-02-06,2018-02-21,72,55,Yes,Yes,8761,Recruiter C
A007635,,Customer Success,Support Analyst,Referral,2018-01-06,2018-01-08,2018-01-20,,91,55,No,No,16851,Recruiter B
A007636,E03812,Marketing,Product Marketing Manager,Agency,2017-02-15,2017-02-21,2017-02-25,2017-05-08,75,51,Yes,Yes,10645,Recruiter A
A007637,,Marketing,Product Marketing Manager,LinkedIn,2017-02-03,2017-02-19,2017-03-05,,94,67,Yes,No,14918,Recruiter C
A007638,E03813,Finance,Finance Manager,Agency,2018-07-04,2018-07-18,2018-07-27,2018-09-25,78,88,Yes,Yes,16414,Recruiter C
A007639,,Finance,Finance Manager,Company Website,2018-08-15,2018-08-26,2018-09-04,,88,92,No,No,13323,Recruiter B
A007640,E03814,Marketing,Brand Manager,Campus,2019-07-10,2019-07-17,2019-07-26,2019-09-09,83,58,Yes,Yes,5621,Recruiter A
A007641,E03815,Finance,Senior Finance Analyst,Internal Mobility,2024-03-19,2024-04-01,2024-04-11,2024-06-03,62,65,Yes,Yes,8213,Recruiter D
A007642,,Finance,Senior Finance Analyst,Agency,2024-04-15,2024-04-22,2024-04-26,,77,79,No,No,8385,Recruiter C
A007643,,Human Resources,HR Business Partner,Referral,2026-02-22,2026-03-12,2026-03-17,,80,55,No,No,12986,Recruiter A
A007644,,Human Resources,HR Business Partner,Internal Mobility,2026-03-24,2026-03-29,2026-04-09,,70,53,No,No,14243,Recruiter B
A007645,E03816,Human Resources,HR Business Partner,Internal Mobility,2026-02-16,2026-02-26,2026-03-09,2026-05-24,57,74,Yes,Yes,16075,Recruiter C
A007646,E03817,Finance,Senior Finance Analyst,Campus,2017-01-25,2017-02-01,2017-02-12,2017-02-22,67,56,Yes,Yes,17765,Recruiter B
A007647,,Finance,Senior Finance Analyst,Internal Mobility,2017-01-06,2017-01-12,2017-01-16,,82,54,Yes,No,10289,Recruiter A
A007648,,Finance,Senior Finance Analyst,Campus,2016-12-21,2017-01-02,2017-01-04,,69,59,No,No,4624,Recruiter D
A007649,E03818,Finance,Finance Analyst,Internal Mobility,2023-03-19,2023-03-25,2023-03-27,2023-04-22,93,76,Yes,Yes,9334,Recruiter D
A007650,,Finance,Finance Analyst,Company Website,2023-01-19,2023-01-31,2023-02-13,,83,75,No,No,8390,Recruiter D
A007651,,Finance,Finance Analyst,Company Website,2023-03-08,2023-03-12,2023-03-25,,74,52,No,No,8527,Recruiter D
A007652,E03819,Technology,Software Engineer,Company Website,2024-10-29,2024-11-15,2024-11-24,2025-01-20,64,63,Yes,Yes,3812,Recruiter D
A007653,E03820,Marketing,Digital Marketing Analyst,LinkedIn,2018-08-06,2018-08-21,2018-09-04,2018-11-06,71,62,Yes,Yes,3720,Recruiter B
A007654,,Marketing,Product Marketing Manager,LinkedIn,2020-03-16,2020-03-21,2020-04-04,,59,54,No,No,7454,Recruiter B
A007655,E03821,Marketing,Product Marketing Manager,Job Portal,2020-01-30,2020-02-10,2020-02-13,2020-04-15,83,54,Yes,Yes,8344,Recruiter D
A007656,,Finance,Senior Finance Analyst,LinkedIn,2024-09-30,2024-10-17,2024-10-25,,78,51,No,No,11284,Recruiter B
A007657,E03822,Finance,Senior Finance Analyst,Campus,2024-10-24,2024-11-08,2024-11-16,2024-12-13,64,67,Yes,Yes,9752,Recruiter B
A007658,E03823,Human Resources,Talent Acquisition Specialist,Internal Mobility,2023-03-09,2023-03-16,2023-03-18,2023-05-21,74,78,Yes,Yes,4889,Recruiter C
A007659,E03824,Marketing,Digital Marketing Analyst,Referral,2025-02-23,2025-03-02,2025-03-08,2025-05-12,82,75,Yes,Yes,9155,Recruiter D
A007660,E03825,Marketing,Marketing Executive,Campus,2019-10-19,2019-10-27,2019-11-04,2019-12-08,80,92,Yes,Yes,17323,Recruiter D
A007661,,Technology,Senior Software Engineer,Referral,2018-03-16,2018-03-19,2018-03-28,,93,81,Yes,No,2964,Recruiter A
A007662,E03826,Technology,Senior Software Engineer,LinkedIn,2018-02-25,2018-03-05,2018-03-08,2018-04-30,71,62,Yes,Yes,14499,Recruiter A
A007663,E03827,Operations,Operations Manager,Job Portal,2025-10-22,2025-10-30,2025-11-08,2025-12-05,83,56,Yes,Yes,11509,Recruiter A
A007664,,Sales,Key Account Manager,Referral,2025-03-03,2025-03-05,2025-03-16,,73,57,No,No,6434,Recruiter B
A007665,E03828,Sales,Key Account Manager,Company Website,2025-01-21,2025-02-02,2025-02-10,2025-04-23,62,54,Yes,Yes,16180,Recruiter B
A007666,,Sales,Key Account Manager,Company Website,2025-02-06,2025-02-22,2025-03-06,,92,84,No,No,5387,Recruiter C
A007667,E03829,Sales,Sales Analyst,Campus,2025-10-26,2025-11-01,2025-11-12,2026-01-26,61,61,Yes,Yes,13730,Recruiter A
A007668,E03830,Supply Chain,Logistics Manager,Campus,2021-10-07,2021-10-14,2021-10-19,2021-11-21,95,71,Yes,Yes,12172,Recruiter C
A007669,,Finance,Finance Analyst,Job Portal,2022-05-07,2022-05-10,2022-05-20,,67,77,No,No,8276,Recruiter C
A007670,,Finance,Finance Analyst,Agency,2022-04-25,2022-05-12,2022-05-22,,75,92,No,No,9002,Recruiter C
A007671,E03831,Finance,Finance Analyst,Job Portal,2022-04-15,2022-04-21,2022-04-27,2022-06-20,64,90,Yes,Yes,15550,Recruiter D
A007672,,Marketing,Marketing Executive,Job Portal,2023-09-15,2023-09-23,2023-09-25,,79,52,No,No,12973,Recruiter A
A007673,E03832,Marketing,Marketing Executive,Referral,2023-08-12,2023-08-23,2023-08-25,2023-11-06,56,66,Yes,Yes,17550,Recruiter B
A007674,E03833,Technology,Data Scientist,LinkedIn,2024-11-10,2024-11-26,2024-12-07,2024-12-20,92,92,Yes,Yes,15151,Recruiter A
A007675,,Technology,Senior Software Engineer,Company Website,2018-09-13,2018-09-28,2018-10-10,,90,53,No,No,12008,Recruiter C
A007676,E03834,Technology,Senior Software Engineer,Company Website,2018-11-13,2018-11-24,2018-12-07,2018-12-10,68,79,Yes,Yes,7156,Recruiter D
A007677,,Supply Chain,Procurement Specialist,Agency,2024-12-07,2024-12-15,2024-12-26,,90,67,No,No,6159,Recruiter C
A007678,,Supply Chain,Procurement Specialist,Internal Mobility,2024-11-17,2024-11-23,2024-12-06,,83,82,Yes,No,14859,Recruiter B
A007679,E03835,Supply Chain,Procurement Specialist,Agency,2024-10-29,2024-11-08,2024-11-17,2025-01-06,94,76,Yes,Yes,13766,Recruiter B
A007680,,Supply Chain,Logistics Manager,LinkedIn,2019-12-23,2020-01-01,2020-01-10,,79,72,No,No,3238,Recruiter C
A007681,,Supply Chain,Logistics Manager,Agency,2019-12-15,2019-12-28,2020-01-11,,65,79,No,No,8009,Recruiter C
A007682,E03836,Supply Chain,Logistics Manager,Agency,2020-01-08,2020-01-15,2020-01-21,2020-02-27,77,56,Yes,Yes,2566,Recruiter A
A007683,E03837,Human Resources,Talent Acquisition Specialist,Job Portal,2019-07-14,2019-07-24,2019-07-30,2019-10-02,55,81,Yes,Yes,17535,Recruiter D
A007684,,Human Resources,Talent Acquisition Specialist,Company Website,2019-06-26,2019-07-12,2019-07-21,,74,71,No,No,3507,Recruiter C
A007685,,Customer Success,Support Analyst,Job Portal,2020-03-31,2020-04-03,2020-04-06,,77,50,No,No,10246,Recruiter C
A007686,E03838,Customer Success,Support Analyst,LinkedIn,2020-04-26,2020-05-04,2020-05-18,2020-06-24,62,81,Yes,Yes,9742,Recruiter A
A007687,,Customer Success,Support Analyst,LinkedIn,2020-04-12,2020-04-17,2020-05-01,,87,77,No,No,13694,Recruiter D
A007688,E03839,Human Resources,L&D Specialist,Agency,2018-10-19,2018-10-24,2018-10-29,2018-11-16,74,86,Yes,Yes,10226,Recruiter B
