Training_ID,Employee_ID,Course_Name,Training_Date,Training_Hours,Delivery_Mode,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Training_Cost_INR
T008855,E03856,Advanced Excel,2026-08-10,12,Classroom,Completed,65,75,1947
T008856,E03856,Negotiation,2026-08-20,24,Classroom,Completed,41,53,8079
T008857,E03856,Cloud Fundamentals,2026-07-18,12,Classroom,Completed,59,78,1643
T008858,E03859,Communication Skills,2024-12-08,6,Online,Completed,48,76,7948
T008859,E03859,Power BI,2024-06-11,8,Online,Completed,77,100,14962
T008860,E03860,Leadership Essentials,2026-04-20,12,Blended,Incomplete,49,71,6966
T008861,E03861,Negotiation,2024-10-21,24,Classroom,Completed,44,52,10082
T008862,E03861,Negotiation,2024-05-19,2,Classroom,Completed,40,55,3092
T008863,E03862,Cloud Fundamentals,2024-08-17,12,Blended,Incomplete,68,88,12020
T008864,E03864,GenAI for Business,2026-07-25,24,Blended,Completed,58,72,7227
T008865,E03864,Data Privacy,2024-02-17,4,Blended,Completed,69,82,10684
T008866,E03866,GenAI for Business,2026-07-18,6,Online,Completed,49,54,4005
T008867,E03866,Leadership Essentials,2025-12-07,4,Online,Completed,77,94,10258
T008868,E03866,Leadership Essentials,2025-08-26,24,Blended,Completed,70,81,6760
T008869,E03866,Project Management,2026-07-06,12,Classroom,Completed,69,75,2273
T008870,E03866,Project Management,2026-05-04,2,Online,Completed,63,88,12617
T008871,E03867,Leadership Essentials,2025-09-23,2,Blended,Completed,45,70,9946
T008872,E03867,Python Analytics,2025-10-29,8,Classroom,Completed,53,61,3905
T008873,E03868,Negotiation,2024-06-25,2,Classroom,Completed,62,73,6233
T008874,E03868,Leadership Essentials,2025-03-19,12,Online,Completed,63,76,14080
T008875,E03869,Communication Skills,2026-06-12,6,Classroom,Completed,77,88,7537
T008876,E03869,Communication Skills,2025-03-09,16,Classroom,Completed,41,54,13374
T008877,E03873,Negotiation,2024-12-13,4,Online,Completed,55,75,9053
T008878,E03873,Power BI,2024-06-25,4,Online,Completed,67,80,13744
T008879,E03873,Leadership Essentials,2025-06-10,12,Online,Completed,56,74,8455
T008880,E03873,Power BI,2026-03-13,2,Online,Completed,78,87,5484
T008881,E03874,Power BI,2024-05-10,24,Online,Completed,75,82,12383
T008882,E03875,Communication Skills,2025-05-24,8,Online,Completed,76,88,11910
T008883,E03875,Python Analytics,2025-03-24,4,Blended,Completed,58,75,12381
T008884,E03876,Data Privacy,2025-12-31,16,Online,Completed,65,77,8263
T008885,E03877,Communication Skills,2025-07-01,8,Classroom,Completed,41,67,2602
T008886,E03878,Advanced Excel,2024-11-16,12,Classroom,Completed,61,87,7450
T008887,E03878,Leadership Essentials,2024-12-25,12,Online,Completed,52,77,9875
T008888,E03880,Project Management,2024-08-19,24,Blended,Completed,65,82,12510
T008889,E03880,Power BI,2024-10-30,6,Online,Incomplete,40,52,14450
T008890,E03880,Cloud Fundamentals,2025-05-31,6,Online,Incomplete,49,68,1590
T008891,E03880,Power BI,2024-09-28,12,Classroom,Completed,57,79,9920
T008892,E03880,Cloud Fundamentals,2024-03-14,6,Online,Completed,78,86,2207
T008893,E03881,Leadership Essentials,2025-02-19,8,Blended,Completed,63,84,14024
T008894,E03881,Cloud Fundamentals,2025-08-14,8,Blended,Completed,58,71,9996
T008895,E03881,Advanced Excel,2026-06-13,16,Online,Completed,65,70,9388
T008896,E03881,GenAI for Business,2025-12-08,8,Blended,Completed,62,73,5146
T008897,E03881,Project Management,2026-03-09,24,Online,Incomplete,70,87,3833
T008898,E03882,Power BI,2026-03-07,24,Classroom,Completed,61,66,11681
T008899,E03882,Advanced Excel,2024-11-29,12,Blended,Completed,60,82,11527
T008900,E03882,Project Management,2025-11-10,4,Online,Completed,70,75,8100
T008901,E03882,Cloud Fundamentals,2026-02-04,6,Blended,Completed,61,67,4199
T008902,E03884,Leadership Essentials,2025-09-10,4,Online,Completed,64,73,13073
T008903,E03884,Advanced Excel,2026-02-04,24,Classroom,Completed,70,98,13067
T008904,E03886,Advanced Excel,2024-06-06,4,Online,Completed,43,52,1704
T008905,E03886,Communication Skills,2024-11-27,4,Online,Completed,75,95,11643
T008906,E03886,Advanced Excel,2026-06-26,6,Blended,Completed,71,76,7642
T008907,E03886,Advanced Excel,2025-03-26,8,Online,Completed,52,75,13412
T008908,E03887,Data Privacy,2026-02-07,8,Online,Completed,59,79,6935
T008909,E03887,Advanced Excel,2026-03-10,24,Online,Completed,49,77,3363
T008910,E03887,Power BI,2026-05-27,6,Blended,Completed,75,100,6574
T008911,E03887,Leadership Essentials,2026-03-12,24,Blended,Completed,74,94,2046
T008912,E03887,Communication Skills,2025-11-05,16,Blended,Completed,51,64,9811
T008913,E03890,Negotiation,2025-03-11,12,Online,Completed,50,76,13512
T008914,E03890,Leadership Essentials,2025-11-01,24,Online,Completed,44,63,14634
T008915,E03890,Power BI,2024-05-04,8,Online,Completed,58,86,5191
T008916,E03890,Project Management,2024-12-20,12,Classroom,Completed,60,84,13884
T008917,E03891,Negotiation,2024-06-12,16,Blended,Completed,75,91,10254
T008918,E03891,Negotiation,2025-04-28,6,Online,Incomplete,69,77,4043
T008919,E03891,Advanced Excel,2024-10-19,8,Blended,Completed,56,83,14645
T008920,E03892,Leadership Essentials,2025-12-11,6,Online,Completed,70,77,6501
T008921,E03892,Communication Skills,2024-05-23,12,Online,Completed,68,95,11651
T008922,E03892,Advanced Excel,2025-06-08,16,Blended,Completed,70,86,14628
T008923,E03892,Leadership Essentials,2025-06-13,24,Blended,Completed,70,93,9847
T008924,E03892,GenAI for Business,2024-11-16,16,Online,Completed,75,97,12427
T008925,E03893,Advanced Excel,2024-03-22,16,Classroom,Completed,48,55,6686
T008926,E03894,Leadership Essentials,2026-07-07,8,Blended,Completed,53,65,2162
T008927,E03894,Negotiation,2024-09-26,8,Classroom,Completed,66,92,11877
T008928,E03894,Communication Skills,2024-11-01,24,Classroom,Completed,60,68,11825
T008929,E03896,Data Privacy,2026-04-23,24,Blended,Completed,48,74,4583
T008930,E03896,Leadership Essentials,2026-08-18,16,Classroom,Completed,66,82,13811
T008931,E03900,Advanced Excel,2024-01-13,12,Blended,Completed,56,67,12346
T008932,E03900,Communication Skills,2026-01-24,6,Classroom,Completed,74,85,13263
T008933,E03900,GenAI for Business,2025-06-17,6,Classroom,Completed,61,82,9102
T008934,E03900,Leadership Essentials,2026-03-27,2,Blended,Completed,42,67,2617
T008935,E03901,Cloud Fundamentals,2024-01-19,2,Online,Completed,70,96,1928
T008936,E03901,Negotiation,2025-04-26,24,Classroom,Completed,58,67,14223
T008937,E03901,Communication Skills,2025-06-17,16,Classroom,Completed,71,96,10172
T008938,E03901,Data Privacy,2024-06-21,16,Blended,Completed,70,91,13641
T008939,E03901,Data Privacy,2025-09-08,6,Online,Completed,60,72,6540
T008940,E03902,Leadership Essentials,2026-08-01,12,Classroom,Completed,44,59,1617
T008941,E03902,Negotiation,2024-11-25,8,Blended,Completed,56,82,8490
T008942,E03902,Cloud Fundamentals,2025-05-18,4,Classroom,Completed,58,68,9219
T008943,E03902,Communication Skills,2026-07-21,8,Classroom,Completed,53,74,7888
T008944,E03902,GenAI for Business,2024-07-02,24,Online,Completed,43,59,5725
T008945,E03903,Power BI,2026-07-05,12,Classroom,Completed,61,77,12008
T008946,E03903,Project Management,2024-05-27,12,Blended,Completed,74,79,2871
T008947,E03903,Python Analytics,2024-08-21,12,Classroom,Completed,71,88,6559
T008948,E03903,Data Privacy,2024-08-05,16,Online,Completed,76,100,12692
T008949,E03904,Communication Skills,2026-08-11,4,Online,Completed,46,62,2329
T008950,E03904,Negotiation,2026-06-28,6,Blended,Completed,41,52,3866
T008951,E03904,Communication Skills,2026-06-20,24,Blended,Completed,66,87,6898
T008952,E03904,Leadership Essentials,2026-08-25,8,Online,Completed,50,71,3168
T008953,E03904,GenAI for Business,2026-07-07,2,Classroom,Completed,65,84,7067
T008954,E03905,Data Privacy,2026-06-05,2,Online,Completed,77,90,9868
T008955,E03905,Data Privacy,2025-09-03,2,Classroom,Completed,73,88,1651
T008956,E03905,Data Privacy,2025-06-20,4,Classroom,Completed,65,70,14009
T008957,E03906,Power BI,2024-10-29,8,Classroom,Completed,42,70,11279
T008958,E03906,Leadership Essentials,2024-05-15,8,Classroom,Completed,45,54,2630
T008959,E03906,Cloud Fundamentals,2026-07-22,24,Blended,Completed,51,56,2285
T008960,E03906,Python Analytics,2025-12-18,12,Blended,Completed,63,77,11542
T008961,E03906,Advanced Excel,2024-06-17,6,Blended,Completed,76,94,2486
T008962,E03907,Negotiation,2024-05-05,24,Blended,Incomplete,55,76,12111
T008963,E03908,Leadership Essentials,2025-02-17,8,Classroom,Completed,73,87,1966
T008964,E03908,Project Management,2026-06-30,2,Classroom,Completed,52,63,12868
T008965,E03908,Data Privacy,2024-08-10,4,Blended,Completed,78,96,8540
T008966,E03908,Leadership Essentials,2024-03-25,12,Blended,Completed,75,85,12198
T008967,E03909,Cloud Fundamentals,2026-07-03,24,Classroom,Incomplete,56,67,8483
T008968,E03910,Data Privacy,2026-03-23,12,Classroom,Completed,46,58,3101
T008969,E03911,Advanced Excel,2025-04-16,4,Online,Incomplete,74,79,9140
T008970,E03912,Communication Skills,2024-03-18,4,Online,Incomplete,70,91,13778
T008971,E03913,Python Analytics,2026-08-08,4,Classroom,Completed,66,81,13367
T008972,E03913,Negotiation,2026-08-14,16,Online,Completed,69,92,11983
T008973,E03913,GenAI for Business,2026-08-25,16,Blended,Completed,73,99,12491
T008974,E03913,Leadership Essentials,2026-08-09,12,Online,Incomplete,58,76,3107
T008975,E03913,Negotiation,2026-08-25,24,Online,Completed,68,84,2054
T008976,E03915,Python Analytics,2025-07-14,12,Online,Completed,51,59,3138
T008977,E03916,Advanced Excel,2025-10-01,6,Online,Completed,57,79,11146
T008978,E03916,Python Analytics,2025-12-17,2,Blended,Completed,72,85,6483
T008979,E03916,Python Analytics,2025-05-29,6,Online,Completed,63,75,13881
T008980,E03917,Leadership Essentials,2025-04-25,12,Blended,Completed,45,68,3067
T008981,E03917,Power BI,2026-06-21,24,Blended,Completed,72,91,6908
T008982,E03917,Communication Skills,2024-11-02,6,Online,Completed,46,63,12546
T008983,E03917,GenAI for Business,2026-03-26,2,Blended,Completed,41,65,11324
T008984,E03918,Power BI,2026-02-26,12,Classroom,Completed,59,86,12712
T008985,E03918,Project Management,2025-10-15,12,Classroom,Completed,49,55,11619
T008986,E03918,Communication Skills,2026-01-03,16,Online,Completed,62,90,8534
T008987,E03918,Python Analytics,2025-11-28,6,Classroom,Completed,75,84,8152
T008988,E03918,Python Analytics,2025-08-13,4,Classroom,Completed,76,85,11516
T008989,E03919,Python Analytics,2025-01-01,2,Blended,Completed,76,100,7618
T008990,E03919,Communication Skills,2026-01-27,12,Classroom,Completed,71,94,9696
T008991,E03920,Data Privacy,2026-01-17,4,Online,Completed,49,65,5220
T008992,E03921,Advanced Excel,2026-06-03,12,Blended,Completed,65,87,13024
T008993,E03921,Project Management,2026-07-09,16,Online,Completed,65,87,8259
T008994,E03922,Negotiation,2024-03-06,16,Online,Completed,66,79,13830
T008995,E03923,Python Analytics,2025-10-24,8,Online,Completed,55,81,10472
T008996,E03923,Python Analytics,2025-02-27,8,Blended,Completed,42,53,5270
T008997,E03924,GenAI for Business,2026-05-07,8,Online,Completed,76,83,14873
T008998,E03924,Negotiation,2026-05-06,4,Blended,Completed,76,81,13801
T008999,E03924,Leadership Essentials,2025-08-06,16,Blended,Completed,43,68,6750
T009000,E03924,Power BI,2025-06-25,12,Classroom,Completed,64,88,2303
T009001,E03924,Project Management,2024-03-03,4,Classroom,Completed,54,78,11154
T009002,E03925,Project Management,2026-05-13,24,Online,Completed,53,73,12177
T009003,E03925,Advanced Excel,2025-12-27,24,Online,Completed,73,99,4303
T009004,E03926,Advanced Excel,2025-12-26,12,Online,Completed,73,78,14985
T009005,E03926,Negotiation,2025-07-02,8,Blended,Completed,57,70,4788
T009006,E03926,Cloud Fundamentals,2025-05-12,6,Blended,Completed,58,75,7573
T009007,E03926,Power BI,2024-11-09,12,Online,Completed,64,88,7788
T009008,E03927,Communication Skills,2024-07-28,12,Blended,Completed,59,81,11541
T009009,E03927,Communication Skills,2024-12-26,4,Blended,Completed,57,70,5425
T009010,E03927,Negotiation,2026-06-02,12,Blended,Incomplete,45,65,6721
T009011,E03928,Negotiation,2024-01-01,8,Classroom,Completed,45,57,7892
T009012,E03928,Negotiation,2024-03-24,24,Online,Completed,76,92,13355
T009013,E03928,Python Analytics,2024-07-02,16,Blended,Completed,75,96,12185
T009014,E03928,Negotiation,2024-06-07,6,Blended,Completed,60,76,8984
T009015,E03928,Power BI,2024-10-06,4,Online,Completed,77,93,6803
T009016,E03930,Leadership Essentials,2025-07-10,16,Blended,Completed,66,72,14822
T009017,E03932,Communication Skills,2024-02-12,24,Classroom,Completed,42,65,8359
T009018,E03932,Project Management,2026-05-10,24,Blended,Completed,51,73,4288
T009019,E03932,Data Privacy,2026-04-03,24,Blended,Completed,76,99,12838
T009020,E03933,Power BI,2024-08-05,12,Blended,Completed,77,85,5595
T009021,E03933,Leadership Essentials,2024-07-31,2,Classroom,Completed,45,70,5710
T009022,E03933,GenAI for Business,2025-02-11,12,Blended,Completed,54,65,7788
T009023,E03934,Advanced Excel,2026-06-02,4,Online,Completed,57,66,1954
T009024,E03934,Data Privacy,2024-08-28,24,Blended,Incomplete,56,80,7625
T009025,E03935,Communication Skills,2025-08-13,4,Blended,Completed,62,85,12122
T009026,E03935,Project Management,2025-09-15,24,Classroom,Completed,59,64,5957
T009027,E03935,Project Management,2025-01-31,8,Blended,Completed,55,67,11871
T009028,E03935,Data Privacy,2026-06-07,24,Classroom,Completed,52,61,12749
T009029,E03935,Leadership Essentials,2025-03-12,24,Classroom,Completed,59,74,13655
T009030,E03936,Cloud Fundamentals,2025-03-26,16,Blended,Completed,49,77,13572
T009031,E03937,Project Management,2024-06-21,24,Classroom,Completed,63,69,10134
T009032,E03937,GenAI for Business,2024-09-08,12,Blended,Completed,67,84,6365
T009033,E03937,Python Analytics,2024-09-20,12,Online,Completed,40,57,7109
T009034,E03937,Project Management,2026-07-03,4,Classroom,Completed,51,59,12678
T009035,E03938,Python Analytics,2025-07-07,12,Classroom,Completed,47,63,5919
T009036,E03938,Leadership Essentials,2025-12-02,24,Classroom,Completed,51,65,7275
T009037,E03938,Project Management,2025-12-16,4,Blended,Completed,58,66,12213
T009038,E03938,Data Privacy,2024-11-28,6,Classroom,Completed,53,70,6585
T009039,E03940,Communication Skills,2024-03-11,16,Blended,Completed,63,89,8531
T009040,E03942,Power BI,2025-12-01,24,Classroom,Completed,64,73,10605
T009041,E03942,Power BI,2025-02-27,2,Online,Completed,67,79,10423
T009042,E03942,Data Privacy,2024-12-27,12,Classroom,Completed,73,100,11265
T009043,E03942,Project Management,2025-04-12,4,Blended,Completed,50,72,13896
T009044,E03943,Cloud Fundamentals,2024-08-19,8,Online,Completed,64,81,14651
T009045,E03943,Advanced Excel,2025-01-05,6,Blended,Completed,54,67,5383
T009046,E03943,Project Management,2025-04-24,6,Online,Completed,55,71,2521
T009047,E03943,Python Analytics,2026-07-04,12,Online,Incomplete,40,48,6869
T009048,E03943,Cloud Fundamentals,2025-09-19,8,Blended,Completed,62,90,3566
T009049,E03944,Advanced Excel,2026-08-19,12,Online,Completed,42,68,4325
T009050,E03944,Python Analytics,2025-04-19,2,Blended,Completed,67,92,2973
T009051,E03944,Leadership Essentials,2026-04-20,4,Classroom,Completed,58,65,13808
T009052,E03945,Communication Skills,2025-10-29,16,Blended,Completed,45,65,13159
T009053,E03945,GenAI for Business,2026-06-26,2,Classroom,Completed,66,92,7774
T009054,E03946,Python Analytics,2024-03-04,16,Classroom,Completed,76,96,13310
T009055,E03946,Cloud Fundamentals,2025-06-11,4,Classroom,Completed,71,81,11353
T009056,E03946,Data Privacy,2025-09-05,2,Classroom,Completed,54,63,6975
T009057,E03946,Advanced Excel,2024-08-31,2,Classroom,Incomplete,52,76,1658
T009058,E03947,Leadership Essentials,2026-05-30,24,Blended,Completed,47,62,1772
T009059,E03947,Python Analytics,2026-03-26,12,Online,Completed,74,91,7001
T009060,E03947,Cloud Fundamentals,2026-06-24,8,Online,Completed,72,95,11732
T009061,E03947,Power BI,2025-10-28,2,Online,Completed,58,85,3304
T009062,E03947,Leadership Essentials,2026-01-01,8,Blended,Completed,54,78,3288
T009063,E03948,Python Analytics,2025-02-03,2,Online,Completed,70,75,7758
T009064,E03949,Project Management,2025-07-14,2,Classroom,Completed,50,69,3456
T009065,E03949,Power BI,2025-02-25,4,Online,Completed,63,90,14405
T009066,E03949,Project Management,2025-05-30,12,Blended,Completed,65,87,7614
T009067,E03949,Cloud Fundamentals,2026-06-13,8,Online,Completed,69,78,11899
T009068,E03949,Leadership Essentials,2025-08-13,16,Classroom,Completed,76,89,2977
T009069,E03952,Project Management,2024-04-03,6,Classroom,Incomplete,56,66,5851
T009070,E03952,Advanced Excel,2024-07-10,16,Online,Incomplete,61,77,11826
T009071,E03952,GenAI for Business,2026-02-13,24,Online,Completed,50,74,7565
T009072,E03953,Communication Skills,2026-07-11,4,Blended,Completed,45,53,2629
T009073,E03953,Python Analytics,2026-08-30,16,Classroom,Completed,56,75,7021
T009074,E03955,Advanced Excel,2025-04-14,4,Online,Completed,78,96,8388
T009075,E03955,Negotiation,2024-09-21,16,Classroom,Completed,56,69,14521
T009076,E03955,Python Analytics,2025-07-30,2,Classroom,Completed,66,71,2881
T009077,E03956,Leadership Essentials,2025-08-07,8,Online,Completed,48,62,2262
T009078,E03956,Python Analytics,2026-03-15,12,Classroom,Incomplete,63,89,8800
T009079,E03957,Data Privacy,2024-08-27,12,Classroom,Completed,69,75,6632
T009080,E03957,Advanced Excel,2024-02-02,2,Online,Completed,60,66,4497
T009081,E03957,Leadership Essentials,2024-06-20,4,Blended,Completed,48,62,11012
T009082,E03957,Cloud Fundamentals,2024-02-09,2,Classroom,Completed,73,84,3589
T009083,E03958,Leadership Essentials,2024-08-30,2,Online,Completed,72,95,2807
T009084,E03958,Negotiation,2024-08-21,8,Blended,Completed,67,79,12436
T009085,E03958,Data Privacy,2025-04-30,16,Blended,Completed,64,85,2307
T009086,E03958,Cloud Fundamentals,2026-01-31,6,Online,Completed,72,86,1739
T009087,E03958,Communication Skills,2026-06-12,8,Blended,Completed,72,77,13333
T009088,E03959,Python Analytics,2025-03-09,2,Classroom,Completed,60,78,2963
T009089,E03959,Communication Skills,2025-04-06,12,Online,Completed,66,91,14611
T009090,E03959,GenAI for Business,2025-12-06,2,Blended,Completed,61,72,8324
T009091,E03960,Python Analytics,2026-06-08,8,Classroom,Completed,50,75,7609
T009092,E03961,Advanced Excel,2025-05-28,4,Blended,Completed,47,52,8919
T009093,E03963,GenAI for Business,2026-01-13,2,Classroom,Completed,49,59,7031
T009094,E03963,Project Management,2024-11-14,8,Online,Incomplete,55,64,9146
T009095,E03963,Communication Skills,2025-11-27,24,Blended,Completed,73,80,2435
T009096,E03963,Cloud Fundamentals,2024-07-23,24,Classroom,Completed,50,67,3324
T009097,E03964,Advanced Excel,2024-09-02,12,Online,Completed,53,73,5720
T009098,E03964,Advanced Excel,2026-05-16,12,Classroom,Completed,59,86,11746
T009099,E03964,Communication Skills,2026-05-11,2,Online,Completed,71,98,11716
T009100,E03965,Project Management,2024-06-13,6,Classroom,Completed,46,64,14011
T009101,E03965,Cloud Fundamentals,2025-09-30,2,Classroom,Completed,54,81,14813
T009102,E03965,Negotiation,2024-06-05,4,Online,Completed,70,75,11211
T009103,E03966,Negotiation,2024-01-23,6,Blended,Completed,49,66,2265
